MAKE, MODEL, VARIANT, YEAR FROM, YEAR TO, SYSTEM NUMBER, TYPE OF SYSTEM, ADDITIONAL, TIP STYLE, PIPE Ø (MM), PIPE Ø (INCHES), EC-APPROVED?, RACE SYSTEM, VALVESONIC, FITTING TIME, SHIPPING DATA, GTIN, PRICE (EXC VAT), PRICE (INC VAT)
Seat, Leon, ST Cupra 280 & 290 2.0 TSI (280 & 290PS - Non-OPF/GPF Models),2015,2019, SSXSE172, Cat-back, Non-resonated (louder). Polished Oval Tips., 152x76mm Oval ,"76,2",3, No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 120 X 74 X28 and weighing 28kg.,5056214711947,1139,"1366,3"
Seat, Leon, ST Cupra 280 & 290 2.0 TSI (280 & 290PS - Non-OPF/GPF Models),2015,2019, SSXSE175, Cat-back, Non-resonated (louder). Quad Round Cerakote Black Tips., Twin 80mm GT80 ,"76,2",3, No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 120X 74X 28 and weighing 28kg.,5056214711954,1375,"1649,59"
Seat, Leon, ST Cupra 280 & 290 2.0 TSI (280 & 290PS - Non-OPF/GPF Models),2015,2019, SSXSE174, Cat-back, Non-resonated (louder). Quad Round Polished Tips., Twin 80mm GT80 ,"76,2",3, No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 120X 74X 28 and weighing 28kg.,5056214711961,1252,"1502,83"
Seat, Leon, ST Cupra 280 & 290 2.0 TSI (280 & 290PS - Non-OPF/GPF Models),2015,2019, SSXSE168, Cat-back, Polished Oval Tips. EC Approved, 152x76mm Oval ,"76,2",3, Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 120 X74 X28 and weighing 34kg.,5056214711978,1440,"1728,44"
Seat, Leon, ST Cupra 280 & 290 2.0 TSI (280 & 290PS - Non-OPF/GPF Models),2015,2019, SSXSE171, Cat-back, Quad Round Cerakote Black Tips. EC Approved, Twin 80mm GT80 ,"76,2",3, Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 120X 74 X28 and weighing 34kg.,5056214711985,1676,"2011,74"
Seat, Leon, ST Cupra 280 & 290 2.0 TSI (280 & 290PS - Non-OPF/GPF Models),2015,2019, SSXSE170, Cat-back, Quad Round Polished Tips. EC Approved, Twin 80mm GT80 ,"76,2",3, Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 120 X74 X28 and weighing 34kg.,5056214711992,1554,"1864,98"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (Non-OPF/GPF),2017,2018, SSXVW264, Large-bore Downpipe and De-cat, Must be fitted with a Milltek Sport cat-back system, ,"76,2",3, No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130X 40 X30 and weighing 13kg.,5056214700538,415,"497,72"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (Non-OPF/GPF),2017,2018, SSXVW350, Large Bore Downpipe and Hi-Flow Sports Cat, EC-Approved. For fitment to the OE Exhaust System only and requires a Stage 2 ECU remap, ,"76,2",3, Yes, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130X 40 X30 and weighing 12kg.,5056214702709,2014,"2416,81"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (Non-OPF/GPF),2017,2018, SSXSE203, Large Bore Downpipe and Hi-Flow Sports Cat, EC-Approved. Must be fitted with the Milltek Sport cat-back system and requires a Stage 2 ECU remap, ,"76,2",3, Yes, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 100 X 40 X 30 and weighing 15kg.,5056214717505,1998,"2397,16"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (Non-OPF/GPF),2017,2018, SSXVW349, Large Bore Downpipe and Hi-Flow Sports Cat, For Fitment with the OE Exhaust system only and requires a Stage 2 ECU remap, ,"76,2",3, No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130X 40 X30 and weighing 13kg.,5056214700545,943,"1131,37"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (Non-OPF/GPF),2017,2018, SSXVW386, Cast Downpipe with Race Cat, 200 Cell Race Cat - For Fitment with the OE Exhaust system only and requires a Stage 2 ECU remap, ,"76,2",3, No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130X 40 X30 and weighing 13kg.,5056214702723,671,"805,14"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (Non-OPF/GPF),2017,2018, SSXVW387, Cast Downpipe with Race Cat, 200 Cell Race Cat - Must be fitted with Milltek Sport cat-back system and requires a Stage 2 ECU remap, ,"76,2",3, No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130X 40 X30 and weighing 13kg.,5056214702730,676,"811,4"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (Non-OPF/GPF),2017,2018, SSXSE196, Cat-back, Cerakote Black Oval Tips. EC Approved, 152x76mm Oval ,"76,2",3, Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 130X 40 X30 and weighing 19kg.,5056214715594,1618,"1941,4"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (Non-OPF/GPF),2017,2018, SSXSE197, Cat-back, Cerakote Black Quad Round GT Tips. EC Approved, Twin 80mm GT80 ,"76,2",3, Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 130X 40 X30 and weighing 19kg.,5056214715600,1763,"2115,97"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (Non-OPF/GPF),2017,2018, SSXSE202, Cat-back, Non Res (Louder) Black Quad GT Round Tips, Twin 80mm GT80 ,"76,2",3, No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 130X 40 X30 and weighing 19kg.,5056214716287,1392,"1670,53"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (Non-OPF/GPF),2017,2018, SSXSE201, Cat-back, Non Res (Louder) Cerakote Black Oval Tips, 152x76mm Oval ,"76,2",3, No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 130X 40 X30 and weighing 19kg.,5056214715648,1247,"1495,96"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (Non-OPF/GPF),2017,2018, SSXSE200, Cat-back, Non Res (Louder) Polished Oval Tips, 152x76mm Oval ,"76,2",3, No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 130X 40 X30 and weighing 19kg.,5056214715631,1156,"1387,24"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (Non-OPF/GPF),2017,2018, SSXSE199, Cat-back, Non Res (Louder) Polished Quad GT Round Tips, Twin 80mm GT80 ,"76,2",3, No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 130X 40 X30 and weighing 19kg.,5056214715624,1270,"1523,77"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (Non-OPF/GPF),2017,2018, SSXSE195, Cat-back, Polished Oval Tips. EC Approved, 152x76mm Oval ,"76,2",3, Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 130X 40 X30 and weighing 19kg.,5056214715587,1527,"1832,68"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (Non-OPF/GPF),2017,2018, SSXSE198, Cat-back, Polished Quad GT Round Tips. EC Approved, Twin 80mm GT80 ,"76,2",3, Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 130X 40 X30 and weighing 19kg.,5056214715617,1641,"1969,21"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (OPF/GPF Equipped Only),2019,2020, SSXVW510, Large-bore Downpipe and De-cat, Includes GPF Delete - Must be fitted with OE cat-back system - Requires Stage 2 ECU Software, ,"76,2",3, No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 15kg.,5056214718243,459,"550,81"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (OPF/GPF Equipped Only),2019,2020, SSXVW511, Large-bore Downpipe and De-cat, Includes GPF Delete Section - Fits only with Milltek Sport Cat Back System - Requires Stage 2 ECU Software, ,"76,2",3, No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 15kg.,5056214718250,450,"540,13"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (OPF/GPF Equipped Only),2019,2020, SSXVW512, Large Bore Downpipe and Hi-Flow Sports Cat, 200 Cell HJS High Flow Sports Cat and includes GPF Delete Section - For Fitment with the Milltek Sport Cat Back Only and requires a Stage 2 ECU remap, ,"76,2",3, No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 150 X 45 X 36 and weighing 15kg.,5056214718267,970,"1163,51"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (OPF/GPF Equipped Only),2019,2020, SSXVW513, Large Bore Downpipe and Hi-Flow Sports Cat, 200 Cell HJS High Flow Sports Cat and includes GPF Delete Section - For Fitment with the OE Cat Back System Only and requires a Stage 2 ECU remap , ,"76,2",3, No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 15kg.,5056214718274,978,"1174,19"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (OPF/GPF Equipped Only),2019,2020, SSXVW515, Large Bore Downpipe and Hi-Flow Sports Cat, 200 Cell Race High Flow Sports Cat and includes GPF Delete Section - For Fitment with the Milltek Sport Cat Back only and requires a Stage 2 ECU remap , ,"76,2",3, No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 15kg.,5056214718298,715,"857,75"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (OPF/GPF Equipped Only),2019,2020, SSXVW514, Large Bore Downpipe and Hi-Flow Sports Cat, 200 Cell Race High Flow Sports Cat and includes GPF Delete Section - For Fitment with the OE Cat Back System Only and requires a Stage 2 ECU remap , ,"76,2",3, No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 15kg.,5056214718281,724,"868,43"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (OPF/GPF Equipped Only),2019,2020, SSXSE233, Cat-back, Cerakote Black Oval Tips. EC Approved, 152x76mm Oval ,"76,2",3, Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 24kg.,5056214721663,1346,"1614,95"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (OPF/GPF Equipped Only),2019,2020, SSXSE237, Cat-back, Cerakote Black Oval Tips. Non Resonated (Louder), 152x76mm Oval ,"76,2",3, No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 22kg.,5056214721700,1217,"1460,32"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (OPF/GPF Equipped Only),2019,2020, SSXSE234, Cat-back, Cerakote Black Quad GT-80 Trims. EC Approved, Twin 80mm GT80 ,"76,2",3, Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 24kg.,5056214721670,1491,"1789,52"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (OPF/GPF Equipped Only),2019,2020, SSXSE238, Cat-back, Cerakote Black Quad GT-80 Trims. Non Resonated (Louder), Twin 80mm GT80 ,"76,2",3, No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 22kg.,5056214721717,1362,"1634,89"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (OPF/GPF Equipped Only),2019,2020, SSXSE232, Cat-back, Polished Oval Tips. EC Approved, 152x76mm Oval ,"76,2",3, Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 24kg.,5056214721656,1255,"1506,23"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (OPF/GPF Equipped Only),2019,2020, SSXSE236, Cat-back, Polished Oval Tips. Non Resonated (Louder), 152x76mm Oval ,"76,2",3, No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 22kg.,5056214721694,1126,"1351,6"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (OPF/GPF Equipped Only),2019,2020, SSXSE235, Cat-back, Polished Quad GT-80 Trims. EC Approved, Twin 80mm GT80 ,"76,2",3, Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 24kg.,5056214721687,1369,"1642,76"
Seat, Leon, ST Cupra 300 (4x4) Estate / Station Wagon / Combi (OPF/GPF Equipped Only),2019,2020, SSXSE239, Cat-back, Polished Quad GT-80 Trims. Non Resonated (Louder), Twin 80mm GT80 ,"76,2",3, No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 22kg.,5056214721724,1240,"1488,13"
Skoda, Fabia, vRS 1.4 TSI 180bhp Hatch,2010,2014, SSXAU297, Large-bore Downpipe and De-cat, Must be fitted with the Milltek Sport cat-back system and requires a stage 2 ECU Remap, ,70,"2,76", No, Yes, No, 2.00 to 2.50 hours O.E system requires cutting for removal., Ships in 1 box measuring 130 X 40 X 30 and weighing 12kg.,5056214700187,497,"596,65"
Skoda, Fabia, vRS TDI,2003,2007, SSXSE111, Large-bore Downpipe, , ,"63,5","2,5", No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 120 X 20 X 20 and weighing 4kg.,5056214711022,213,"255,26"
Skoda, Octavia, 1.9 TDi Mk1,1998,2010, SSXVW051, Large-bore Downpipe, Must be fitted with the Milltek Sport cat-back system, ,"63,5","2,5", No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 125 X 35 X 28 and weighing 5kg.,5056214700316,202,"242,68"
Skoda, Octavia, 1.9 TDi Mk1,1998,2010, SSXAU606, Large-bore Downpipe, Removes the catalyst. For fitment to OE Cat Back Only, ,"63,5","2,5", No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130X 40 X30  and weighing 8kg.,5056214700309,232,"278,6"
Skoda, Octavia, RS 1.8T 180 and 1.8T 150,1998,2006, SSXVW394, Large-bore Downpipe and De-cat, Fot fitment to the OE cat back system only and requires a Stage 2 ECU remap, ,"76,2",3, No, Yes, No, 1.00 to 1.50 hours, Ships in 1 box measuring 130X 40 X30 and weighing 9kg.,5056214700262,283,"339,72"
Skoda, Octavia, RS 1.8T 180 and 1.8T 150,1998,2006, SSXAU291, Large-bore Downpipe and De-cat, Must be fitted with the Milltek Sport cat-back system and requires a Stage 2 ECU remap, ,"76,2",3, No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 131 X 26 X 22 and weighing 7kg.,5056214700279,253,"303,79"
Skoda, Octavia, RS 1.8T 180 and 1.8T 150,1998,2006, SSXVW393, Large Bore Downpipe and Hi-Flow Sports Cat, For fitment to the OE Cat Back system only and requires a Stage 2 ECU remap, ,"76,2",3, No, Yes, No, 1.00 to 1.50 hours, Ships in 1 box measuring 130X 40 X30 and weighing 9kg.,5056214700286,638,"765,94"
Skoda, Octavia, RS 1.8T 180 and 1.8T 150,1998,2006, SSXVW050, Large Bore Downpipe and Hi-Flow Sports Cat, Must be fitted with the Milltek Sport cat-back system and requires a Stage 2 ECU remap, ,"76,2",3, No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 124 X 26 X 21 and weighing 5kg.,5056214700293,608,"730,01"
Skoda, Octavia, vRS 1.4eTSI Hybrid 245ps (MQB EVO Mk4) Hatch & Estate (OPF/GPF Models Only),2021,2026, SSXSK31, Particulate Filter-back, Non-Resonated OPF/GPF Back System (Louder)- NOTE Requires OE tailpipes to be modified on the right hand side as they are not open on 1.4 Hybrid Models or purchase of OE vRS 2.0 Tailpipes, ,70,"2,76", No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 28kg.,5056214729423,937,"1124,93"
Skoda, Octavia, vRS 1.4eTSI Hybrid 245ps (MQB EVO Mk4) Hatch & Estate (OPF/GPF Models Only),2021,2026, SSXSK30, Particulate Filter-back, Resonated OPF/GPF Back System - ECE Approved System - NOTE Requires OE tailpipes to be modified on the right hand side as they are not open on 1.4 Hybrid Models or purchase of OE vRS 2.0 Tailpipes, ,70,"2,76", Yes, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 28kg.,5056214729416,1083,"1299,65"
Skoda, Octavia, vRS 2.0 TDI 184PS Hatch & Estate (manual and DSG-auto),2013,2019, SSXSK022, Cat-back, Dual-outlet. Requires right-hand outlet and tip (part # 5E0253682E) and right-hand rear silencer hanging bracket with rubber mount (part # 5Q0253144N) from your local Skoda dealer (DOES NOT FIT MODELS WITH ADBLUE), ,70,"2,76", No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 120 x 74 x 28 and weighing 14kg.,5056214712050,686,"823,52"
Skoda, Octavia, vRS 2.0 TSI,2010,2013, SSXAU284, Large-bore Downpipe and De-cat, Must be fitted with the Milltek Sport cat-back system and requires a stage 2 ECU remap, ,"76,2",3, No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 12kg.,5056214700200,399,"479,16"
Skoda, Octavia, vRS 2.0 TSI,2010,2013, SSXAU200, Cast Downpipe with HJS High Flow Sports Cat," with HJS HQ 200 Cell High Flow Sports Cat. For Fitment to Milltek Sport 2.75"" cat-back systems only. Requires a Stage 2 ECU remap", ,"76,2",3, No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 13kg.,5056214700217,890,"1068,59"
Skoda, Octavia, vRS 2.0 TSI,2010,2013, SSXAU200R, Cast Downpipe with Race Cat," with 200 Cell Race Cat. For Fitment to Milltek Sport 2.75"" cat-back systems only. Requires a Stage 2 ECU remap", ,"76,2",3, No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 23kg.,5056214700224,641,"769,07"
Skoda, Octavia, vRS 2.0 TSI,2010,2013, SSXSK008, Cat-back, Non-resonated (louder), Twin 76.2mm Jet ,"69,85","2,75", No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 18kg.,5056214712081,538,"645,7"
Skoda, Octavia, vRS 2.0 TSI,2010,2013, SSXSK006, Cat-back, Resonated (quieter), Twin 76.2mm Jet ,"69,85","2,75", No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 22kg.,5056214712098,729,"875,33"
Skoda, Octavia, vRS 2.0 TSI 220PS & 230PS Hatch & Estate (manual and DSG-auto),2013,2018, SSXSK019, Large-bore Downpipe and De-cat, Requires a Stage 2 ECU remap and must be fitted with the Milltek Sport cat-back system, ,"76,2",3, No, Yes, No, 2.50 to 3.00 hours subframe need to be dropped to remove OE downpipe, Ships in 1 box measuring 100X 40 X 30 and weighing 9kg.,5056214711886,400,"480,13"
Skoda, Octavia, vRS 2.0 TSI 220PS & 230PS Hatch & Estate (manual and DSG-auto),2013,2018, SSXSK018, Large Bore Downpipe and Hi-Flow Sports Cat, 220ps Models Only (Pre-FL) - EC-Approved. Requires a Stage 2 ECU remap and must be fitted with the Milltek Sport cat-back system, ,"76,2",3, Yes, No, No, 2.50 to 3.00 hours subframe need to be dropped to remove OE downpipe, Ships in 1 box measuring 100X 40 X30  and weighing 10kg.,5056214711893,2005,"2405,48"
Skoda, Octavia, vRS 2.0 TSI 220PS & 230PS Hatch & Estate (manual and DSG-auto),2013,2018, SSXSK017, Large Bore Downpipe and Hi-Flow Sports Cat, Requires a Stage 2 ECU remap and must be fitted with the Milltek Sport cat-back system, ,"76,2",3, No, Yes, No, 2.50 to 3.00 hours subframe need to be dropped to remove OE downpipe, Ships in 1 box measuring 100 x 40 x 30 and weighing 11kg.,5056214711909,933,"1120,04"
Skoda, Octavia, vRS 2.0 TSI 220PS & 230PS Hatch & Estate (manual and DSG-auto),2013,2018, SSXSK24, Cast Downpipe with Race Cat, 200 Cell High Flow Race Cat - Requires a Stage 2 ECU remap and must be fitted with the Milltek Sport cat-back system, ,"76,2",3, No, Yes, No, 2.50 to 3.00 hours, Ships in 1 box measuring 100X 40 X 30 and weighing 9kg.,5056214711916,662,"793,81"
Skoda, Octavia, vRS 2.0 TSI 220PS & 230PS Hatch & Estate (manual and DSG-auto),2013,2018, SSXSK021, Cat-back, Non-resonated (louder). Uses OE Tips, ,"76,2",3, No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 120 x 74 x 28 and weighing 26kg.,5056214712104,914,"1096,78"
Skoda, Octavia, vRS 2.0 TSI 220PS & 230PS Hatch & Estate (manual and DSG-auto),2013,2018, SSXSK020, Cat-back, Resonated (quieter). EC-Approved. Uses OE Tips, ,"76,2",3, Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 120 x 74 x 28 and weighing 31kg.,5056214712111,1216,"1458,92"
Skoda, Octavia, vRS 2.0 TSI 220PS & 230PS Hatch & Estate (manual and DSG-auto),2013,2018, SSXSK26, Cat-back, Road+. Uses OE Tips, ,"76,2",3, No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 26kg.,5056214718052,1055,"1265,98"
Skoda, Octavia, vRS 2.0 TSI 245PS (MQB EVO Mk4) Hatch & Estate (OPF/GPF Models Only),2020,2026, SSXVW665, Large-bore Downpipe and De-cat, 94mm / 3.7inch ID Turbo Outlet to 80mm / 3.15inch Downpipe with Decat/OPF Bypass - Fits with Milltek OPF/GPF Back System Only, ,94,"3,7", No, Yes, No, 4.00 to 4.50 hours, ,5056214728372,558,"670,18"
Skoda, Octavia, vRS 2.0 TSI 245PS (MQB EVO Mk4) Hatch & Estate (OPF/GPF Models Only),2020,2026, SSXVW666, Large-bore Downpipe and De-cat, 94mm / 3.7inch ID Turbo Outlet to 80mm / 3.15inch Downpipe with Decat/OPF Bypass - Fits with OE System Only, ,94,"3,7", No, Yes, No, 4.00 to 4.50 hours, ,5056214728389,558,"670,18"
Skoda, Octavia, vRS 2.0 TSI 245PS (MQB EVO Mk4) Hatch & Estate (OPF/GPF Models Only),2020,2026, SSXVW639, Large Bore Downpipe and Hi-Flow Sports Cat, 94mm / 3.7inch ID Turbo Outlet to 80mm / 3.15inch Downpipe with 200CPSI HJS Cat includes OPF/GPF Bypass - Fits with Milltek OPF/GPF Back System Only, ,94,"3,7", No, Yes, No, 3.00 to 3.00 hours, ,5056214725289,1094,"1312,9"
Skoda, Octavia, vRS 2.0 TSI 245PS (MQB EVO Mk4) Hatch & Estate (OPF/GPF Models Only),2020,2026, SSXVW640, Large Bore Downpipe and Hi-Flow Sports Cat, 94mm / 3.7inch ID Turbo Outlet to 80mm / 3.15inch Downpipe with 200CPSI HJS Cat includes OPF/GPF Bypass - Fits with OE OPF/GPF Back System Only, ,94,"3,7", No, Yes, No, 3.00 to 3.00 hours, ,5056214725296,1094,"1312,9"
Skoda, Octavia, vRS 2.0 TSI 245PS (MQB EVO Mk4) Hatch & Estate (OPF/GPF Models Only),2020,2026, SSXVW641, Large Bore Downpipe and Hi-Flow Sports Cat, 94mm / 3.7inch ID Turbo Outlet to 80mm / 3.15inch Downpipe with 200CPSI Race Cat includes OPF/GPF Bypass - Fits with Milltek OPF/GPF Back System Only, ,94,"3,7", No, Yes, No, 3.00 to 3.00 hours, ,5056214725302,817,"980,18"
Skoda, Octavia, vRS 2.0 TSI 245PS (MQB EVO Mk4) Hatch & Estate (OPF/GPF Models Only),2020,2026, SSXVW642, Large Bore Downpipe and Hi-Flow Sports Cat, 94mm / 3.7inch ID Turbo Outlet to 80mm / 3.15inch Downpipe with 200CPSI Race Cat includes OPF/GPF Bypass - Fits with OE OPF/GPF Back System Only, ,94,"3,7", No, Yes, No, 3.00 to 3.00 hours, ,5056214725319,817,"980,18"
Skoda, Octavia, vRS 2.0 TSI 245PS (MQB EVO Mk4) Hatch & Estate (OPF/GPF Models Only),2020,2026, SSXSK29, Particulate Filter-back, Non Resonated (Louder) OPF/GPF Back System - Fits to Stock Trims within the Bumper, ,80,"3,15", No, No, No, 1.50 to 2.00 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 26kg.,5056214725586,969,"1162,67"
Skoda, Octavia, vRS 2.0 TSI 245PS (MQB EVO Mk4) Hatch & Estate (OPF/GPF Models Only),2020,2026, SSXSK28, Particulate Filter-back, Resonated OPF/GPF Back System - Fits to Stock Trims within the Bumper - ECE Approved, ,80,"3,15", Yes, No, No, 1.50 to 2.00 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 26kg.,5056214725579,1227,"1472,02"
Skoda, Octavia, vRS 2.0 TSI 245PS Hatch & Estate (manual and DSG-auto Non-OPF/GPF & Post Facelift),2018,2019, SSXSK019, Large-bore Downpipe and De-cat, Requires a Stage 2 ECU remap and must be fitted with the Milltek Sport cat-back system, ,"76,2",3, No, Yes, No, 2.50 to 3.00 hours subframe need to be dropped to remove OE downpipe, Ships in 1 box measuring 100X 40 X 30 and weighing 9kg.,5056214711886,400,"480,13"
Skoda, Octavia, vRS 2.0 TSI 245PS Hatch & Estate (manual and DSG-auto Non-OPF/GPF & Post Facelift),2018,2019, SSXSK25, HJS Tuning ECE Downpipes, 245ps Models Only (FL Non OPF/GPF) - EC-Approved - Fits to Milltek Sport and OE Cat back system, ,"76,2",3, Yes, No, No, 2.50 to 3.00 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 18kg.,5056214718182,1872,"2246,4"
Skoda, Octavia, vRS 2.0 TSI 245PS Hatch & Estate (manual and DSG-auto Non-OPF/GPF & Post Facelift),2018,2019, SSXSK017, Large Bore Downpipe and Hi-Flow Sports Cat, Requires a Stage 2 ECU remap and must be fitted with the Milltek Sport cat-back system, ,"76,2",3, No, Yes, No, 2.50 to 3.00 hours subframe need to be dropped to remove OE downpipe, Ships in 1 box measuring 100 x 40 x 30 and weighing 11kg.,5056214711909,933,"1120,04"
Skoda, Octavia, vRS 2.0 TSI 245PS Hatch & Estate (manual and DSG-auto Non-OPF/GPF & Post Facelift),2018,2019, SSXSK24, Cast Downpipe with Race Cat, 200 Cell High Flow Race Cat - Requires a Stage 2 ECU remap and must be fitted with the Milltek Sport cat-back system, ,"76,2",3, No, Yes, No, 2.50 to 3.00 hours, Ships in 1 box measuring 100X 40 X 30 and weighing 9kg.,5056214711916,662,"793,81"
Skoda, Octavia, vRS 2.0 TSI 245PS Hatch & Estate (manual and DSG-auto Non-OPF/GPF & Post Facelift),2018,2019, SSXSK021, Cat-back, Non-resonated (louder). Uses OE Tips, ,"76,2",3, No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 120 x 74 x 28 and weighing 26kg.,5056214712104,914,"1096,78"
Skoda, Octavia, vRS 2.0 TSI 245PS Hatch & Estate (manual and DSG-auto Non-OPF/GPF & Post Facelift),2018,2019, SSXSK020, Cat-back, Resonated (quieter). EC-Approved. Uses OE Tips, ,"76,2",3, Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 120 x 74 x 28 and weighing 31kg.,5056214712111,1216,"1458,92"
Skoda, Octavia, vRS 2.0 TSI 245PS Hatch & Estate (manual and DSG-auto Non-OPF/GPF & Post Facelift),2018,2019, SSXSK26, Cat-back, Road+. Uses OE Tips, ,"76,2",3, No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 26kg.,5056214718052,1055,"1265,98"
